,team_id,player_id,loc_x,loc_y,ball_z,shot_clock
268,1610612737.0,201952.0,30.04615,23.57495,0.0,24.0
269,1610612737.0,203145.0,40.69306,31.673470000000002,0.0,24.0
270,1610612765.0,101141.0,56.2287,25.71018,0.0,24.0
271,1610612765.0,202704.0,73.4709,25.53365,0.0,24.0
272,1610612765.0,202694.0,49.17343,35.46494,0.0,24.0
273,1610612765.0,203484.0,48.59926,14.48143,0.0,24.0
274,1610612765.0,203083.0,46.93414,24.81644,0.0,24.0
275,-1.0,-1.0,48.93595,26.3289,10.61173,24.0
276,1610612737.0,2594.0,45.88926,15.72361,0.0,24.0
277,1610612737.0,200794.0,58.4609,25.42104,0.0,24.0
278,1610612737.0,201143.0,46.90739,24.82542,0.0,24.0
279,1610612737.0,201952.0,30.11716,23.60781,0.0,24.0
280,1610612737.0,203145.0,40.70237,31.678350000000002,0.0,24.0
281,1610612765.0,101141.0,56.18904,25.79778,0.0,24.0
282,1610612765.0,202704.0,73.4218,25.55882,0.0,24.0
283,1610612765.0,202694.0,49.24934,35.50559,0.0,24.0
284,1610612765.0,203484.0,48.61058,14.47924,0.0,24.0
285,1610612765.0,203083.0,46.90739,24.82542,0.0,24.0
286,-1.0,-1.0,49.42672,26.44294,10.26369,24.0
287,1610612737.0,2594.0,45.90043,15.72644,0.0,24.0
288,1610612737.0,200794.0,58.67284,25.80171,0.0,24.0
289,1610612737.0,201143.0,46.83827,24.78349,0.0,24.0
290,1610612737.0,201952.0,30.18538,23.63479,0.0,24.0
291,1610612737.0,203145.0,40.71051,31.6862,0.0,24.0
292,1610612765.0,101141.0,56.1517,25.88876,0.0,24.0
293,1610612765.0,202704.0,73.37192,25.58379,0.0,24.0
294,1610612765.0,202694.0,49.31996,35.55237,0.0,24.0
295,1610612765.0,203484.0,48.62409,14.47704,0.0,24.0
296,1610612765.0,203083.0,46.83827,24.78349,0.0,24.0
297,-1.0,-1.0,50.2928,27.14137,9.44063,24.0
298,1610612737.0,2594.0,45.91098,15.72786,0.0,24.0
299,1610612737.0,200794.0,58.87503,26.13193,0.0,24.0
300,1610612737.0,201143.0,46.77932,24.8011,0.0,24.0
301,1610612737.0,201952.0,30.25836,23.65752,0.0,24.0
302,1610612737.0,203145.0,40.71817,31.69547,0.0,24.0
303,1610612765.0,101141.0,56.11959,25.9805,0.0,24.0
304,1610612765.0,202704.0,73.31721,25.61704,0.0,24.0
305,1610612765.0,202694.0,49.38052,35.60063,0.0,24.0
306,1610612765.0,203484.0,48.63752,14.47566,0.0,24.0
307,1610612765.0,203083.0,46.77932,24.8011,0.0,24.0
308,-1.0,-1.0,50.36814,26.73636,9.73039,24.0
309,1610612737.0,2594.0,45.92204,15.73198,0.0,24.0
310,1610612737.0,200794.0,59.06967,26.47131,0.0,24.0
311,1610612737.0,201143.0,46.71399,24.78748,0.0,24.0
312,1610612737.0,201952.0,30.33317,23.68904,0.0,24.0
313,1610612737.0,203145.0,40.72481,31.7043,0.0,24.0
314,1610612765.0,101141.0,56.07824,26.08875,0.0,24.0
315,1610612765.0,202704.0,73.25736,25.66784,0.0,24.0
316,1610612765.0,202694.0,49.43313,35.65135,0.0,24.0
317,1610612765.0,203484.0,48.65392,14.47531,0.0,24.0
318,1610612765.0,203083.0,46.71399,24.78748,0.0,24.0
319,-1.0,-1.0,50.86611,26.91517,9.29982,24.0
320,1610612737.0,2594.0,45.93318,15.73601,0.0,24.0
321,1610612737.0,200794.0,59.27427,26.83088,0.0,24.0
322,1610612737.0,201143.0,46.6404,24.76808,0.0,24.0
323,1610612737.0,201952.0,30.41504,23.72431,0.0,24.0
324,1610612737.0,203145.0,40.73088,31.71377,0.0,24.0
325,1610612765.0,101141.0,56.03871,26.20577,0.0,24.0
326,1610612765.0,202704.0,73.19023,25.73052,0.0,24.0
327,1610612765.0,202694.0,49.4809,35.70788,0.0,24.0
328,1610612765.0,203484.0,48.66981,14.47452,0.0,24.0
329,1610612765.0,203083.0,46.6404,24.76808,0.0,24.0
330,-1.0,-1.0,51.30421,27.06391,8.88921,24.0
331,1610612737.0,2594.0,45.94239,15.7393,0.0,24.0
332,1610612737.0,200794.0,59.46408,27.17363,0.0,24.0
333,1610612737.0,201143.0,46.58293,24.75485,0.0,24.0
334,1610612737.0,201952.0,30.49326,23.75749,0.0,24.0
335,1610612737.0,203145.0,40.73524,31.73079,0.0,24.0
336,1610612765.0,101141.0,55.99596,26.33195,0.0,24.0
337,1610612765.0,202704.0,73.11433,25.7905,0.0,24.0
338,1610612765.0,202694.0,49.50903,35.76516,0.0,24.0
339,1610612765.0,203484.0,48.68047,14.4763,0.0,24.0
340,1610612765.0,203083.0,46.58293,24.75485,0.0,24.0
341,-1.0,-1.0,51.82459,27.2645,8.57608,24.0
342,1610612737.0,2594.0,45.94729,15.7457,0.0,24.0
343,1610612737.0,200794.0,59.68507,27.53738,0.0,24.0
344,1610612737.0,201143.0,46.52499,24.75931,0.0,24.0
345,1610612737.0,201952.0,30.57347,23.79446,0.0,24.0
346,1610612737.0,203145.0,40.73753,31.74816,0.0,24.0
347,1610612765.0,101141.0,55.97429,26.45843,0.0,24.0
348,1610612765.0,202704.0,73.03355,25.856,0.0,24.0
349,1610612765.0,202694.0,49.52045,35.81709,0.0,24.0
